recv_time_sec,plan_stamp_sec,num_points,goal_x,goal_y,goal_z
1775398517.124930620,1775398517.122295141,45,-2.000000000,-2.000000000,5.000000000
1775398517.222699881,1775398517.221352577,45,-2.000000000,-2.000000000,5.000000000
1775398517.323969841,1775398517.322289467,44,-2.000000000,-2.000000000,5.000000000
1775398517.424560308,1775398517.423681498,43,-2.000000000,-2.000000000,5.000000000
1775398517.524434805,1775398517.523512840,43,-2.000000000,-2.000000000,5.000000000
1775398517.627593279,1775398517.626375437,39,-2.000000000,-2.000000000,5.000000000
1775398517.729778051,1775398517.728469372,38,-2.000000000,-2.000000000,5.000000000
1775398517.831547737,1775398517.830746889,38,-2.000000000,-2.000000000,5.000000000
1775398517.932624340,1775398517.931177616,37,-2.000000000,-2.000000000,5.000000000
1775398518.037332058,1775398518.035881042,36,-2.000000000,-2.000000000,5.000000000
1775398518.138064861,1775398518.137131453,34,-2.000000000,-2.000000000,5.000000000
1775398518.239204645,1775398518.234741211,33,-2.000000000,-2.000000000,5.000000000
1775398518.334865570,1775398518.334164143,33,-2.000000000,-2.000000000,5.000000000
1775398518.435035229,1775398518.434271336,32,-2.000000000,-2.000000000,5.000000000
1775398518.536359310,1775398518.534907579,31,-2.000000000,-2.000000000,5.000000000
1775398518.635143757,1775398518.634337425,29,-2.000000000,-2.000000000,5.000000000
1775398518.734625578,1775398518.733929396,28,-2.000000000,-2.000000000,5.000000000
1775398518.834056377,1775398518.833110332,28,-2.000000000,-2.000000000,5.000000000
1775398518.935314894,1775398518.934188128,27,-2.000000000,-2.000000000,5.000000000
1775398519.036461353,1775398519.035077333,26,-2.000000000,-2.000000000,5.000000000
1775398519.134323359,1775398519.133147955,25,-2.000000000,-2.000000000,5.000000000
1775398519.237178802,1775398519.236342907,24,-2.000000000,-2.000000000,5.000000000
1775398519.335443497,1775398519.334618330,23,-2.000000000,-2.000000000,5.000000000
1775398519.436427593,1775398519.435558319,23,-2.000000000,-2.000000000,5.000000000
1775398519.536852837,1775398519.535674334,22,-2.000000000,-2.000000000,5.000000000
1775398519.638657808,1775398519.637865543,20,-2.000000000,-2.000000000,5.000000000
1775398519.741316557,1775398519.739459753,20,-2.000000000,-2.000000000,5.000000000
1775398519.838789940,1775398519.838023424,19,-2.000000000,-2.000000000,5.000000000
1775398519.938370228,1775398519.937792063,18,-2.000000000,-2.000000000,5.000000000
1775398520.038813591,1775398520.038255692,18,-2.000000000,-2.000000000,5.000000000
1775398520.140871048,1775398520.140135527,18,-2.000000000,-2.000000000,5.000000000
1775398520.243777752,1775398520.240619421,17,-2.000000000,-2.000000000,5.000000000
1775398520.341591358,1775398520.340656757,16,-2.000000000,-2.000000000,5.000000000
1775398520.442907810,1775398520.441977978,16,-2.000000000,-2.000000000,5.000000000
1775398520.542572975,1775398520.541975260,15,-2.000000000,-2.000000000,5.000000000
1775398520.642601490,1775398520.641906261,13,-2.000000000,-2.000000000,5.000000000
1775398520.742109060,1775398520.741348028,12,-2.000000000,-2.000000000,5.000000000
1775398520.842629910,1775398520.841713905,12,-2.000000000,-2.000000000,5.000000000
1775398520.942369699,1775398520.941297293,11,-2.000000000,-2.000000000,5.000000000
1775398521.041730404,1775398521.041030169,10,-2.000000000,-2.000000000,5.000000000
1775398521.141710043,1775398521.141060352,8,-2.000000000,-2.000000000,5.000000000
1775398521.244213581,1775398521.243607998,7,-2.000000000,-2.000000000,5.000000000
1775398521.344325304,1775398521.343715191,6,-2.000000000,-2.000000000,5.000000000
1775398521.446829796,1775398521.444105148,6,-2.000000000,-2.000000000,5.000000000
1775398521.546187878,1775398521.545663834,5,-2.000000000,-2.000000000,5.000000000
1775398521.647374868,1775398521.646460056,50,2.343000381,0.842000191,5.000000000
1775398521.748280525,1775398521.747368336,51,2.343000381,0.842000191,5.000000000
1775398521.850417614,1775398521.848517656,52,2.343000381,0.842000191,5.000000000
1775398521.950058460,1775398521.948367119,52,2.343000381,0.842000191,5.000000000
1775398522.048128843,1775398522.047090054,53,2.343000381,0.842000191,5.000000000
1775398522.149151564,1775398522.147457123,53,2.343000381,0.842000191,5.000000000
1775398522.250978231,1775398522.249835968,54,2.343000381,0.842000191,5.000000000
1775398522.353886366,1775398522.352233171,54,2.343000381,0.842000191,5.000000000
1775398522.453624249,1775398522.451683760,55,2.343000381,0.842000191,5.000000000
1775398522.553995371,1775398522.552937031,55,2.343000381,0.842000191,5.000000000
1775398522.655531883,1775398522.653698444,53,2.143000095,0.842000191,5.000000000
1775398522.756861925,1775398522.755208015,53,2.143000095,0.842000191,5.000000000
1775398522.854686737,1775398522.853725195,54,2.143000095,0.842000191,5.000000000
1775398522.955179453,1775398522.953630209,54,2.143000095,0.842000191,5.000000000
1775398523.057296038,1775398523.056166887,55,2.143000095,0.842000191,5.000000000
1775398523.157081127,1775398523.155224800,54,2.143000095,0.842000191,5.000000000
1775398523.260300159,1775398523.258677959,55,2.143000095,0.842000191,5.000000000
1775398523.358500957,1775398523.356993437,55,2.143000095,0.842000191,5.000000000
1775398523.458280802,1775398523.456281424,56,2.143000095,0.842000191,5.000000000
1775398523.557784796,1775398523.555931091,56,2.143000095,0.842000191,5.000000000
1775398523.656856537,1775398523.655377626,52,1.893000095,0.842000191,5.000000000
1775398523.757302046,1775398523.756219387,52,1.893000095,0.842000191,5.000000000
1775398523.857174158,1775398523.856250763,52,1.893000095,0.842000191,5.000000000
1775398523.957348108,1775398523.955859661,52,1.893000095,0.842000191,5.000000000
1775398524.057466030,1775398524.055918932,52,1.893000095,0.842000191,5.000000000
1775398524.160488367,1775398524.157298088,48,1.893000095,0.842000191,5.000000000
1775398524.258821726,1775398524.256960154,48,1.893000095,0.842000191,5.000000000
